ExecutionId,CycleName,FolderName,Issue Key,Test Summary,Project,Component,Version,Priority,Executed By,Executed On,ExecutionStatus,ExecutionDefects,CreationDate,Assigned To,Custom Fields,Work Flow Status,Total Execution Time,Total Logged Time,StepId,OrderId,Step,Test Data,Expected Result,Step Result,Comments,Step Custom Fields
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,1adadbb2-1935-41a7-9b53-7621082b2193,2,Login with valid credentials for a user with no admin rights,username:rubi20 password:rubi123,User logged in successfully as simple user,PASS,,
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,7713f787-0635-4349-a1ff-8a5ef57009d7,3,Access Leave module as a user with no admin rights,N/A,Leave module accessed successfully,PASS,,
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,3702af07-263f-4345-b780-4b9c9ad839ba,4,Access Configure as a user with no admin rights,N/A,Configure successsfully accessed,PASS,,
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,ca09a064-04ad-4ffa-a99b-c3aac3a81d81,5,Access Leave period as a user with no admin rights,N/A,"The user cannot access the Leave Period tab, an error message appears with the text: ""You do not have admin rights to access the Leave Period page.""",PASS,,
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,ac81cd9d-36c2-478a-8d31-88a452339f64,6,,,,PASS,,
7f7591d1-f704-4972-9bfc-3413242242c1,Configure tests,,IAIS-17,Verify that a user with no admin rights cannot complete the Leave Period,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 20:59,PASS,| IAIS-18,26-08-24 20:10,IT Factory,,,,,139bafb0-0a7d-40c8-86f7-5e023de6db57,7,,,,PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,3728617a-099a-4024-ad6c-fe670e3d511f,1,Access OrangeHrm application,N/A,OrangeHrm open successfully,PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,0e236376-ab31-4a64-9b7b-47b623c3d9fb,2,Log in with valid credentials,username:Admin password:admin123,User is successfully logged in,PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,96ca116c-4980-4620-8ac2-8bbcdb2ce895,3,Access Leave module,N/A,Leave module successfully accessed,PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,d7db5c45-f2a1-4dfa-adac-028e73d21663,4,Access Configure,N/A,Configure accessed successfully,PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,34841541-40f1-4040-b015-fafc897963a0,5,Acess Leave Period,N/A,Leave Period displayed the mandatory fields StarMonth and StartDate mentioned with asterisk symbol (*),PASS,,
85ef93a6-bd66-46a4-85fb-925982668ed4,Configure tests,,IAIS-19,Leave Period should display mandatory fields,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,27-08-24 19:35,PASS,,27-08-24 19:25,IT Factory,,,,,6a87f2bf-e221-4e9f-8dcc-0e14bc01d6bf,6,Leave mandatory fields empty and Save,N/A,"When the mandatory fields are left empty, nothing happens when the save button is pressed",PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,876ccff3-f81d-43b4-9559-5dd8b2027fe8,1,Access OrangeHrm application,,OrangeHrm application opened successfully,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,195f4fbf-e53b-44cd-b1e8-41dfefe7b7ba,2,Log in with valid credentials,username:Admin password:admin123,User logged successfully,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,ee407719-4f02-4da0-b10c-ea3420195b9f,3,Access Leave module,,Leave module accessed successfully,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,67c1bef6-f5da-4873-849a-8ede2ed3d52d,4,Access Configure,,Configure successfully accessed,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,2719b8bd-1c2a-403a-b7a1-f1085b642c58,5,Access Leave Period,,Leave Period successfully accessed,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,23e2a9f1-2966-40a2-89d8-2306c4bd0d73,6,Select from dropdown menu StartMonth,January,Successfully selected month from dropdown menu,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,7026d61f-2829-4646-b7b8-8188abf057b2,7,Select from dropdown menu StartDate,1,Successfully selected date from dropdown menu,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,1339f66b-59ce-4a63-baf1-48534d9169c6,8,"Save from button ""Save""",1,Successfully saved the define data,PASS,,
a117ed01-242e-4be2-88d2-418e7e1e6d18,Configure tests,,IAIS-20,StartMonth and StartDate can only by define from the dropdown menu,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,27-08-24 22:36,PASS,,27-08-24 21:01,,,,,,9f340a42-62ba-4074-9203-95e7d4f97bb6,9,Log out,,User logged out successfully,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,a429e3d4-cea2-49cf-97f8-972b8093c084,1,Access OrangeHrm application,,OrangeHrm accessed,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,2291069a-738b-4411-9cd7-7b104c93f9f2,2,Log in with valid credentials,username:Admin password:admin123,User logged successfully,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,7554e7ae-ff19-47f1-b1fd-42381414a02f,3,Access Leave Module,,Leave module accessed,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,c233d9f0-81ff-435b-9375-101597621f1e,4,Access Configure,,Configure accessed,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,01d14ce6-60bf-4286-8f49-aea77870924c,5,Access Leave Types,,Leave types successfully displayed,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,968fa4c9-b469-48fe-b04c-284b3972a245,6,Click Add button,,Add button displayed with options to introduce new Leave types,PASS,,
73497241-61cb-4d0a-920d-2a38d815ccfe,Configure tests,,IAIS-21,Verify button add on Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:04,PASS,,27-08-24 22:45,,,,,,52a00a19-3525-4886-a28a-f15c8e82ef08,7,Log out,,User successfully logged out,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,5b0bb3ca-42cd-49db-af4b-9a37ef988c3e,1,Access OrangeHrm application,,OrangeHrm is accessed successfully,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,9ca6c960-3007-4799-93d5-c9534cc997c3,2,Log in with valid credentials,username:Admin password:admin123,User logged in successfully,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,85058dad-d4f2-492f-89f6-c41d0525e3ca,3,Access Leave module,,Leave module successfully accessed,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,3023f722-848e-43fc-bb84-2e1744f55251,4,Access Configure,,Configure successfully open the menu with expected functionalities,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,d4bea569-141a-4eb8-94a1-962cc00a7d7e,5,Access Leave Types,,Leave Types successfully displeyed the screen for button add,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,80bc1c76-d4f0-4c43-a66d-707059a87303,6,Click button add and insert in the field name a new leave type,School,button add opened the screen to add a new leave type,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,153918db-bde9-4c6d-b8f4-5cb5a75bd9dc,7,Press button Save,,The new leave type added successfully saved and showed  up in the list.,PASS,,
cf77defe-0150-4e3e-9936-5bf2717afc4b,Configure tests,,IAIS-22,Verify Leave Types added appeared in the list,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,28-08-24 21:48,PASS,| IAIS-23,28-08-24 21:16,,,,,,65656b4c-6450-4f72-a541-55df5bb2a6ee,8,Log out,,User successfully logged out.,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,cc52bbb3-6cb7-421c-94c4-08508184bd8c,1,Access OrangeHrm application,,OrangeHrm application successfully accessed,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,acf7dda1-c7bb-4dba-b1d4-27c2756cb8ad,2,Log in with valid credentials,username:Admin password:admin123,User successfully logged in,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,83b4a710-261c-4818-a3ca-f6b69fa3a2ef,3,Access Leave module,,Leave module accessed,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,2e93a22a-b982-4616-9399-b8ec4b6d194b,4,Access Configure,,Configure accessed,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,7776e9ac-4bcd-41c7-9c02-3228627c80bd,5,Access Leave Types,,Leave Types successfully accessed,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,1a19799d-ebca-4a2e-8e4d-2480290efe36,6,Select multiple entries by clicking on checkbox entries,,Entries selected successfully by clicking the entries checkbox,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,1b808c6f-ad36-4f74-8a43-01032f4b11ab,7,Click button Delete Selected,,Button Delete Selected successfully delete the selected entries,PASS,,
1ba6664a-5292-4d04-a2b3-3de50199c701,Configure tests,,IAIS-24,Verify checkbox entries from Leave types,Iorga Anamaria-Isabela_ST6,,v1.0,Low,IT Factory,28-08-24 22:11,PASS,,28-08-24 21:54,,,,,,bcbec37e-86e9-472d-8e36-7d31781a9837,8,Log out,,User successfully logged out,PASS,,
6417311d-d6b0-4fd0-9bf7-856537db3579,Configure tests,,IAIS-25,Verify Work Week functionality,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,29-08-24 19:06,PASS,,28-08-24 22:40,,,,,,65449edc-00b2-4166-abcf-258e8f8448b3,1,Access OrangeHrm application,,OrangeHrm application successfully accessed,PASS,,
6417311d-d6b0-4fd0-9bf7-856537db3579,Configure tests,,IAIS-25,Verify Work Week functionality,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,29-08-24 19:06,PASS,,28-08-24 22:40,,,,,,e52a43e6-a329-4c94-bf42-a404b7649688,2,Log in with valid credentials,username:Admin password: admin123,User logged in successfully,PASS,,
6417311d-d6b0-4fd0-9bf7-856537db3579,Configure tests,,IAIS-25,Verify Work Week functionality,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,29-08-24 19:06,PASS,,28-08-24 22:40,,,,,,10ad1aa0-34dd-4425-bc43-ae4cae2cc494,3,Access Leave Module,,Leave module accessed,PASS,,
6417311d-d6b0-4fd0-9bf7-856537db3579,Configure tests,,IAIS-25,Verify Work Week functionality,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,29-08-24 19:06,PASS,,28-08-24 22:40,,,,,,de70d5ba-0745-400f-a147-27a9574f0708,4,Access Configure>>Work week,,Work week successfully open a screen where are displayed options for each day of the week,PASS,,
6417311d-d6b0-4fd0-9bf7-856537db3579,Configure tests,,IAIS-25,Verify Work Week functionality,Iorga Anamaria-Isabela_ST6,,v1.0,High,IT Factory,29-08-24 19:06,PASS,,28-08-24 22:40,,,,,,c335c6f8-5170-4db9-8558-60b294a30f39,5,Log out,,User logged out successfully,PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,f82bffc7-a146-4a79-903d-0857ea087f90,1,Access OrangeHrm application,,OrangeHrm application accessed,PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,b775f5fb-2246-41b6-89c4-e2ab33ea9d0a,2,Log in with valid credentials,username:Admin password:admin123,User logged in successfully,PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,4abcc18a-4b9d-4d7c-b791-fd03fc4a7b57,3,Access Leave module,,Leave module accessed,PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,4179fb7f-19f8-49f1-85a7-c0d17ca5601d,4,Access Configure>>Work Week>>,,Configure accessed and work week displayed the screen with options for each day of the week,PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,cd6956f2-489e-4770-bb66-7748af2de3c3,5,Mandatory fields are market with asterics,,"all fields are marked with asterics symbol (*) , they are mandatory",PASS,,
3b449776-39b0-4383-b4b3-43a9aa363a66,Configure tests,,IAIS-26,All fields by day of week should be mandatory,Iorga Anamaria-Isabela_ST6,,v1.0,Medium,IT Factory,29-08-24 19:36,PASS,,29-08-24 18:57,,,,,,2ab380e5-e02f-4017-80d7-33c07922c26b,6,Log out,,User logged out successfully,PASS,,
